source	target	type	strength
R_CYBERATTACKS	R_DEFLATION	Risk-Risk	2
R_CYBERATTACKS	R_FINANCIALMECH	Risk-Risk	24
R_CYBERATTACKS	R_FISCALCRISES	Risk-Risk	4
R_CYBERATTACKS	R_FOOD	Risk-Risk	1
R_CYBERATTACKS	R_ILLICITTRADE	Risk-Risk	3
R_CYBERATTACKS	R_INTERSTATE	Risk-Risk	17
R_CYBERATTACKS	R_MANMADECATA	Risk-Risk	2
R_CYBERATTACKS	R_MIGRATION	Risk-Risk	1
R_CYBERATTACKS	R_NATIONALGOV	Risk-Risk	9
R_CYBERATTACKS	R_REGIONALGOV	Risk-Risk	8
R_CYBERATTACKS	R_SOCIALINSTABILITY	Risk-Risk	2
R_CYBERATTACKS	R_STATECOLLAPSE	Risk-Risk	6
R_CYBERATTACKS	R_TECHADV	Risk-Risk	14
R_CYBERATTACKS	R_TERRORIST	Risk-Risk	46
R_CYBERATTACKS	R_WATER	Risk-Risk	1
R_CYBERATTACKS	R_WMD	Risk-Risk	3
R_DATAFRAUD	R_DEFLATION	Risk-Risk	1
R_DATAFRAUD	R_FINANCIALMECH	Risk-Risk	17
R_DATAFRAUD	R_FISCALCRISES	Risk-Risk	2
R_DATAFRAUD	R_ILLICITTRADE	Risk-Risk	12
R_DATAFRAUD	R_INTERSTATE	Risk-Risk	1
R_DATAFRAUD	R_NATIONALGOV	Risk-Risk	4
R_DATAFRAUD	R_REGIONALGOV	Risk-Risk	3
R_DATAFRAUD	R_SOCIALINSTABILITY	Risk-Risk	3
R_DATAFRAUD	R_STATECOLLAPSE	Risk-Risk	1
R_DATAFRAUD	R_TECHADV	Risk-Risk	5
R_DATAFRAUD	R_TERRORIST	Risk-Risk	7
R_DATAFRAUD	R_UNEMPLOYMENT	Risk-Risk	1
R_DEFLATION	R_ENERGY	Risk-Risk	5
R_DEFLATION	R_FINANCIALMECH	Risk-Risk	8
R_DEFLATION	R_FISCALCRISES	Risk-Risk	6
R_DEFLATION	R_INTERSTATE	Risk-Risk	1
R_DEFLATION	R_NATIONALGOV	Risk-Risk	6
R_DEFLATION	R_REGIONALGOV	Risk-Risk	6
R_DEFLATION	R_SOCIALINSTABILITY	Risk-Risk	10
R_DEFLATION	R_STATECOLLAPSE	Risk-Risk	2
R_DEFLATION	R_TERRORIST	Risk-Risk	1
R_DEFLATION	R_UNEMPLOYMENT	Risk-Risk	14
R_ENERGY	R_FAILURECLIMATE	Risk-Risk	10
R_ENERGY	R_FAILUREURBAN	Risk-Risk	1
R_ENERGY	R_FISCALCRISES	Risk-Risk	5
R_ENERGY	R_FOOD	Risk-Risk	4
R_ENERGY	R_ILLICITTRADE	Risk-Risk	1
R_ENERGY	R_INFLATION	Risk-Risk	6
R_ENERGY	R_INTERSTATE	Risk-Risk	6
R_ENERGY	R_MANMADECATA	Risk-Risk	5
R_ENERGY	R_NATIONALGOV	Risk-Risk	2
R_ENERGY	R_NATURALCATA	Risk-Risk	5
R_ENERGY	R_REGIONALGOV	Risk-Risk	3
R_ENERGY	R_SOCIALINSTABILITY	Risk-Risk	10
R_ENERGY	R_STATECOLLAPSE	Risk-Risk	7
R_ENERGY	R_TECHADV	Risk-Risk	3
R_ENERGY	R_UNEMPLOYMENT	Risk-Risk	1
R_ENERGY	R_WEATHEREVENTS	Risk-Risk	4
R_ENERGY	R_WMD	Risk-Risk	1
R_FAILURECLIMATE	R_FAILUREURBAN	Risk-Risk	11
R_FAILURECLIMATE	R_FINANCIALMECH	Risk-Risk	2
R_FAILURECLIMATE	R_FISCALCRISES	Risk-Risk	2
R_FAILURECLIMATE	R_FOOD	Risk-Risk	57
R_FAILURECLIMATE	R_ILLICITTRADE	Risk-Risk	2
R_FAILURECLIMATE	R_INFECTIOUSDISEASES	Risk-Risk	7
R_FAILURECLIMATE	R_INFLATION	Risk-Risk	1
R_FAILURECLIMATE	R_INTERSTATE	Risk-Risk	5
R_FAILURECLIMATE	R_MANMADECATA	Risk-Risk	9
R_FAILURECLIMATE	R_MIGRATION	Risk-Risk	42
R_FAILURECLIMATE	R_NATIONALGOV	Risk-Risk	16
R_FAILURECLIMATE	R_NATURALCATA	Risk-Risk	13
R_FAILURECLIMATE	R_REGIONALGOV	Risk-Risk	23
R_FAILURECLIMATE	R_SOCIALINSTABILITY	Risk-Risk	10
R_FAILURECLIMATE	R_STATECOLLAPSE	Risk-Risk	2
R_FAILURECLIMATE	R_TECHADV	Risk-Risk	2
R_FAILURECLIMATE	R_TERRORIST	Risk-Risk	1
R_FAILURECLIMATE	R_UNEMPLOYMENT	Risk-Risk	1
R_FAILURECLIMATE	R_WATER	Risk-Risk	73
R_FAILURECLIMATE	R_WEATHEREVENTS	Risk-Risk	58
R_FAILUREURBAN	R_FINANCIALMECH	Risk-Risk	1
R_FAILUREURBAN	R_FOOD	Risk-Risk	4
R_FAILUREURBAN	R_INFECTIOUSDISEASES	Risk-Risk	5
R_FAILUREURBAN	R_INFLATION	Risk-Risk	1
R_FAILUREURBAN	R_MANMADECATA	Risk-Risk	7
R_FAILUREURBAN	R_MIGRATION	Risk-Risk	5
R_FAILUREURBAN	R_NATIONALGOV	Risk-Risk	9
R_FAILUREURBAN	R_NATURALCATA	Risk-Risk	5
R_FAILUREURBAN	R_REGIONALGOV	Risk-Risk	3
R_FAILUREURBAN	R_SOCIALINSTABILITY	Risk-Risk	12
R_FAILUREURBAN	R_STATECOLLAPSE	Risk-Risk	1
R_FAILUREURBAN	R_TECHADV	Risk-Risk	1
R_FAILUREURBAN	R_TERRORIST	Risk-Risk	1
R_FAILUREURBAN	R_UNEMPLOYMENT	Risk-Risk	7
R_FAILUREURBAN	R_WATER	Risk-Risk	4
R_FAILUREURBAN	R_WEATHEREVENTS	Risk-Risk	10
R_FINANCIALMECH	R_FISCALCRISES	Risk-Risk	28
R_FINANCIALMECH	R_ILLICITTRADE	Risk-Risk	2
R_FINANCIALMECH	R_INFECTIOUSDISEASES	Risk-Risk	1
R_FINANCIALMECH	R_INFLATION	Risk-Risk	2
R_FINANCIALMECH	R_INTERSTATE	Risk-Risk	3
R_FINANCIALMECH	R_MIGRATION	Risk-Risk	2
R_FINANCIALMECH	R_NATIONALGOV	Risk-Risk	12
R_FINANCIALMECH	R_REGIONALGOV	Risk-Risk	15
R_FINANCIALMECH	R_SOCIALINSTABILITY	Risk-Risk	5
R_FINANCIALMECH	R_STATECOLLAPSE	Risk-Risk	3
R_FINANCIALMECH	R_TECHADV	Risk-Risk	6
R_FINANCIALMECH	R_UNEMPLOYMENT	Risk-Risk	9
R_FINANCIALMECH	R_WEATHEREVENTS	Risk-Risk	2
R_FINANCIALMECH	R_WMD	Risk-Risk	1
R_FISCALCRISES	R_FOOD	Risk-Risk	2
R_FISCALCRISES	R_ILLICITTRADE	Risk-Risk	8
R_FISCALCRISES	R_INFLATION	Risk-Risk	10
R_FISCALCRISES	R_INTERSTATE	Risk-Risk	8
R_FISCALCRISES	R_MANMADECATA	Risk-Risk	2
R_FISCALCRISES	R_MIGRATION	Risk-Risk	7
R_FISCALCRISES	R_NATIONALGOV	Risk-Risk	21
R_FISCALCRISES	R_NATURALCATA	Risk-Risk	2
R_FISCALCRISES	R_REGIONALGOV	Risk-Risk	18
R_FISCALCRISES	R_SOCIALINSTABILITY	Risk-Risk	30
R_FISCALCRISES	R_STATECOLLAPSE	Risk-Risk	2
R_FISCALCRISES	R_TECHADV	Risk-Risk	1
R_FISCALCRISES	R_TERRORIST	Risk-Risk	6
R_FISCALCRISES	R_UNEMPLOYMENT	Risk-Risk	27
R_FOOD	R_INFECTIOUSDISEASES	Risk-Risk	2
R_FOOD	R_INFLATION	Risk-Risk	8
R_FOOD	R_INTERSTATE	Risk-Risk	5
R_FOOD	R_MANMADECATA	Risk-Risk	16
R_FOOD	R_MIGRATION	Risk-Risk	9
R_FOOD	R_NATIONALGOV	Risk-Risk	8
R_FOOD	R_NATURALCATA	Risk-Risk	13
R_FOOD	R_REGIONALGOV	Risk-Risk	5
R_FOOD	R_SOCIALINSTABILITY	Risk-Risk	12
R_FOOD	R_STATECOLLAPSE	Risk-Risk	19
R_FOOD	R_TECHADV	Risk-Risk	2
R_FOOD	R_TERRORIST	Risk-Risk	1
R_FOOD	R_UNEMPLOYMENT	Risk-Risk	2
R_FOOD	R_WATER	Risk-Risk	16
R_FOOD	R_WEATHEREVENTS	Risk-Risk	69
R_ILLICITTRADE	R_INFLATION	Risk-Risk	1
R_ILLICITTRADE	R_INTERSTATE	Risk-Risk	4
R_ILLICITTRADE	R_MIGRATION	Risk-Risk	10
R_ILLICITTRADE	R_NATIONALGOV	Risk-Risk	38
R_ILLICITTRADE	R_REGIONALGOV	Risk-Risk	13
R_ILLICITTRADE	R_SOCIALINSTABILITY	Risk-Risk	12
R_ILLICITTRADE	R_STATECOLLAPSE	Risk-Risk	15
R_ILLICITTRADE	R_TECHADV	Risk-Risk	4
R_ILLICITTRADE	R_TERRORIST	Risk-Risk	9
R_ILLICITTRADE	R_UNEMPLOYMENT	Risk-Risk	12
R_ILLICITTRADE	R_WATER	Risk-Risk	2
R_ILLICITTRADE	R_WMD	Risk-Risk	2
R_INFECTIOUSDISEASES	R_INTERSTATE	Risk-Risk	4
R_INFECTIOUSDISEASES	R_MANMADECATA	Risk-Risk	11
R_INFECTIOUSDISEASES	R_MIGRATION	Risk-Risk	16
R_INFECTIOUSDISEASES	R_NATIONALGOV	Risk-Risk	3
R_INFECTIOUSDISEASES	R_NATURALCATA	Risk-Risk	15
R_INFECTIOUSDISEASES	R_REGIONALGOV	Risk-Risk	6
R_INFECTIOUSDISEASES	R_SOCIALINSTABILITY	Risk-Risk	3
R_INFECTIOUSDISEASES	R_STATECOLLAPSE	Risk-Risk	4
R_INFECTIOUSDISEASES	R_TECHADV	Risk-Risk	4
R_INFECTIOUSDISEASES	R_TERRORIST	Risk-Risk	1
R_INFECTIOUSDISEASES	R_WATER	Risk-Risk	7
R_INFECTIOUSDISEASES	R_WEATHEREVENTS	Risk-Risk	12
R_INFECTIOUSDISEASES	R_WMD	Risk-Risk	3
R_INFLATION	R_INTERSTATE	Risk-Risk	2
R_INFLATION	R_MIGRATION	Risk-Risk	2
R_INFLATION	R_NATIONALGOV	Risk-Risk	8
R_INFLATION	R_NATURALCATA	Risk-Risk	1
R_INFLATION	R_REGIONALGOV	Risk-Risk	3
R_INFLATION	R_SOCIALINSTABILITY	Risk-Risk	15
R_INFLATION	R_STATECOLLAPSE	Risk-Risk	5
R_INFLATION	R_UNEMPLOYMENT	Risk-Risk	6
R_INFLATION	R_WEATHEREVENTS	Risk-Risk	1
R_INTERSTATE	R_MANMADECATA	Risk-Risk	2
R_INTERSTATE	R_MIGRATION	Risk-Risk	70
R_INTERSTATE	R_NATIONALGOV	Risk-Risk	6
R_INTERSTATE	R_REGIONALGOV	Risk-Risk	10
R_INTERSTATE	R_SOCIALINSTABILITY	Risk-Risk	21
R_INTERSTATE	R_STATECOLLAPSE	Risk-Risk	11
R_INTERSTATE	R_TERRORIST	Risk-Risk	15
R_INTERSTATE	R_UNEMPLOYMENT	Risk-Risk	1
R_INTERSTATE	R_WATER	Risk-Risk	21
R_INTERSTATE	R_WMD	Risk-Risk	5
R_MANMADECATA	R_MIGRATION	Risk-Risk	5
R_MANMADECATA	R_NATIONALGOV	Risk-Risk	8
R_MANMADECATA	R_NATURALCATA	Risk-Risk	9
R_MANMADECATA	R_REGIONALGOV	Risk-Risk	5
R_MANMADECATA	R_SOCIALINSTABILITY	Risk-Risk	7
R_MANMADECATA	R_STATECOLLAPSE	Risk-Risk	1
R_MANMADECATA	R_TECHADV	Risk-Risk	5
R_MANMADECATA	R_TERRORIST	Risk-Risk	3
R_MANMADECATA	R_UNEMPLOYMENT	Risk-Risk	1
R_MANMADECATA	R_WATER	Risk-Risk	28
R_MANMADECATA	R_WEATHEREVENTS	Risk-Risk	4
R_MANMADECATA	R_WMD	Risk-Risk	4
R_MIGRATION	R_NATIONALGOV	Risk-Risk	35
R_MIGRATION	R_NATURALCATA	Risk-Risk	18
R_MIGRATION	R_REGIONALGOV	Risk-Risk	21
R_MIGRATION	R_SOCIALINSTABILITY	Risk-Risk	34
R_MIGRATION	R_STATECOLLAPSE	Risk-Risk	123
R_MIGRATION	R_TERRORIST	Risk-Risk	23
R_MIGRATION	R_UNEMPLOYMENT	Risk-Risk	38
R_MIGRATION	R_WATER	Risk-Risk	14
R_MIGRATION	R_WEATHEREVENTS	Risk-Risk	16
R_MIGRATION	R_WMD	Risk-Risk	10
R_NATIONALGOV	R_NATURALCATA	Risk-Risk	1
R_NATIONALGOV	R_REGIONALGOV	Risk-Risk	13
R_NATIONALGOV	R_SOCIALINSTABILITY	Risk-Risk	73
R_NATIONALGOV	R_STATECOLLAPSE	Risk-Risk	25
R_NATIONALGOV	R_TECHADV	Risk-Risk	2
R_NATIONALGOV	R_TERRORIST	Risk-Risk	11
R_NATIONALGOV	R_UNEMPLOYMENT	Risk-Risk	28
R_NATIONALGOV	R_WATER	Risk-Risk	4
R_NATIONALGOV	R_WEATHEREVENTS	Risk-Risk	1
R_NATIONALGOV	R_WMD	Risk-Risk	7
R_NATURALCATA	R_REGIONALGOV	Risk-Risk	1
R_NATURALCATA	R_SOCIALINSTABILITY	Risk-Risk	5
R_NATURALCATA	R_TERRORIST	Risk-Risk	1
R_NATURALCATA	R_WATER	Risk-Risk	8
R_NATURALCATA	R_WEATHEREVENTS	Risk-Risk	12
R_NATURALCATA	R_WMD	Risk-Risk	1
R_REGIONALGOV	R_SOCIALINSTABILITY	Risk-Risk	28
R_REGIONALGOV	R_STATECOLLAPSE	Risk-Risk	9
R_REGIONALGOV	R_TECHADV	Risk-Risk	3
R_REGIONALGOV	R_TERRORIST	Risk-Risk	18
R_REGIONALGOV	R_UNEMPLOYMENT	Risk-Risk	6
R_REGIONALGOV	R_WATER	Risk-Risk	9
R_REGIONALGOV	R_WEATHEREVENTS	Risk-Risk	3
R_REGIONALGOV	R_WMD	Risk-Risk	9
R_SOCIALINSTABILITY	R_STATECOLLAPSE	Risk-Risk	27
R_SOCIALINSTABILITY	R_TECHADV	Risk-Risk	12
R_SOCIALINSTABILITY	R_TERRORIST	Risk-Risk	32
R_SOCIALINSTABILITY	R_UNEMPLOYMENT	Risk-Risk	132
R_SOCIALINSTABILITY	R_WATER	Risk-Risk	8
R_SOCIALINSTABILITY	R_WEATHEREVENTS	Risk-Risk	4
R_SOCIALINSTABILITY	R_WMD	Risk-Risk	4
R_STATECOLLAPSE	R_TECHADV	Risk-Risk	2
R_STATECOLLAPSE	R_TERRORIST	Risk-Risk	18
R_STATECOLLAPSE	R_UNEMPLOYMENT	Risk-Risk	14
R_STATECOLLAPSE	R_WATER	Risk-Risk	5
R_STATECOLLAPSE	R_WMD	Risk-Risk	5
R_TECHADV	R_TERRORIST	Risk-Risk	8
R_TECHADV	R_UNEMPLOYMENT	Risk-Risk	54
R_TECHADV	R_WMD	Risk-Risk	6
R_TERRORIST	R_UNEMPLOYMENT	Risk-Risk	4
R_TERRORIST	R_WATER	Risk-Risk	2
R_TERRORIST	R_WMD	Risk-Risk	19
R_UNEMPLOYMENT	R_WMD	Risk-Risk	1
R_WATER	R_WEATHEREVENTS	Risk-Risk	22
R_WATER	R_WMD	Risk-Risk	2
