source	target	type	strength
R_ENERGY	R_FISCALCRISES	Risk-Risk	12
R_ENERGY	R_FOOD	Risk-Risk	3
R_ENERGY	R_INFLATION	Risk-Risk	8
R_ENERGY	R_INTERSTATE	Risk-Risk	6
R_ENERGY	R_MANMADECATA	Risk-Risk	1
R_ENERGY	R_NATURALCATA	Risk-Risk	1
R_ENERGY	R_SOCIALINSTABILITY	Risk-Risk	1
R_ENERGY	R_STATECOLLAPSE	Risk-Risk	2
R_ENERGY	R_TERRORIST	Risk-Risk	2
R_ENERGY	R_UNEMPLOYMENT	Risk-Risk	4
R_ENERGY	R_WATER	Risk-Risk	1
R_FAILURECLIMATE	R_FAILUREURBAN	Risk-Risk	2
R_FAILURECLIMATE	R_FISCALCRISES	Risk-Risk	2
R_FAILURECLIMATE	R_FOOD	Risk-Risk	32
R_FAILURECLIMATE	R_INFECTIOUSDISEASES	Risk-Risk	2
R_FAILURECLIMATE	R_INTERSTATE	Risk-Risk	1
R_FAILURECLIMATE	R_MANMADECATA	Risk-Risk	4
R_FAILURECLIMATE	R_MIGRATION	Risk-Risk	21
R_FAILURECLIMATE	R_NATIONALGOV	Risk-Risk	3
R_FAILURECLIMATE	R_NATURALCATA	Risk-Risk	23
R_FAILURECLIMATE	R_SOCIALINSTABILITY	Risk-Risk	5
R_FAILURECLIMATE	R_STATECOLLAPSE	Risk-Risk	1
R_FAILURECLIMATE	R_TECHADV	Risk-Risk	1
R_FAILURECLIMATE	R_WATER	Risk-Risk	54
R_FAILURECLIMATE	R_WEATHEREVENTS	Risk-Risk	82
R_FAILUREURBAN	R_FINANCIALMECH	Risk-Risk	1
R_FAILUREURBAN	R_FISCALCRISES	Risk-Risk	1
R_FAILUREURBAN	R_FOOD	Risk-Risk	2
R_FAILUREURBAN	R_INFECTIOUSDISEASES	Risk-Risk	4
R_FAILUREURBAN	R_INFLATION	Risk-Risk	1
R_FAILUREURBAN	R_MIGRATION	Risk-Risk	9
R_FAILUREURBAN	R_NATIONALGOV	Risk-Risk	9
R_FAILUREURBAN	R_NATURALCATA	Risk-Risk	2
R_FAILUREURBAN	R_SOCIALINSTABILITY	Risk-Risk	12
R_FAILUREURBAN	R_STATECOLLAPSE	Risk-Risk	1
R_FAILUREURBAN	R_UNEMPLOYMENT	Risk-Risk	2
R_FAILUREURBAN	R_WATER	Risk-Risk	4
R_FAILUREURBAN	R_WEATHEREVENTS	Risk-Risk	4
R_FINANCIALMECH	R_FISCALCRISES	Risk-Risk	21
R_FINANCIALMECH	R_ILLICITTRADE	Risk-Risk	2
R_FINANCIALMECH	R_INFLATION	Risk-Risk	5
R_FINANCIALMECH	R_MIGRATION	Risk-Risk	3
R_FINANCIALMECH	R_NATIONALGOV	Risk-Risk	3
R_FINANCIALMECH	R_SOCIALINSTABILITY	Risk-Risk	6
R_FINANCIALMECH	R_TERRORIST	Risk-Risk	1
R_FINANCIALMECH	R_UNEMPLOYMENT	Risk-Risk	6
R_FISCALCRISES	R_FOOD	Risk-Risk	1
R_FISCALCRISES	R_ILLICITTRADE	Risk-Risk	1
R_FISCALCRISES	R_INFLATION	Risk-Risk	8
R_FISCALCRISES	R_INTERSTATE	Risk-Risk	1
R_FISCALCRISES	R_MIGRATION	Risk-Risk	1
R_FISCALCRISES	R_NATIONALGOV	Risk-Risk	8
R_FISCALCRISES	R_SOCIALINSTABILITY	Risk-Risk	14
R_FISCALCRISES	R_STATECOLLAPSE	Risk-Risk	3
R_FISCALCRISES	R_TECHADV	Risk-Risk	1
R_FISCALCRISES	R_UNEMPLOYMENT	Risk-Risk	24
R_FISCALCRISES	R_WEATHEREVENTS	Risk-Risk	2
R_FOOD	R_INFLATION	Risk-Risk	3
R_FOOD	R_INTERSTATE	Risk-Risk	2
R_FOOD	R_MANMADECATA	Risk-Risk	2
R_FOOD	R_MIGRATION	Risk-Risk	7
R_FOOD	R_NATIONALGOV	Risk-Risk	1
R_FOOD	R_NATURALCATA	Risk-Risk	1
R_FOOD	R_SOCIALINSTABILITY	Risk-Risk	13
R_FOOD	R_STATECOLLAPSE	Risk-Risk	5
R_FOOD	R_TECHADV	Risk-Risk	2
R_FOOD	R_UNEMPLOYMENT	Risk-Risk	2
R_FOOD	R_WATER	Risk-Risk	64
R_FOOD	R_WEATHEREVENTS	Risk-Risk	24
R_ILLICITTRADE	R_INFECTIOUSDISEASES	Risk-Risk	1
R_ILLICITTRADE	R_INTERSTATE	Risk-Risk	3
R_ILLICITTRADE	R_MANMADECATA	Risk-Risk	2
R_ILLICITTRADE	R_MIGRATION	Risk-Risk	6
R_ILLICITTRADE	R_NATIONALGOV	Risk-Risk	25
R_ILLICITTRADE	R_SOCIALINSTABILITY	Risk-Risk	7
R_ILLICITTRADE	R_STATECOLLAPSE	Risk-Risk	4
R_ILLICITTRADE	R_TERRORIST	Risk-Risk	5
R_ILLICITTRADE	R_UNEMPLOYMENT	Risk-Risk	2
R_INFECTIOUSDISEASES	R_MANMADECATA	Risk-Risk	2
R_INFECTIOUSDISEASES	R_MIGRATION	Risk-Risk	4
R_INFECTIOUSDISEASES	R_NATIONALGOV	Risk-Risk	1
R_INFECTIOUSDISEASES	R_NATURALCATA	Risk-Risk	5
R_INFECTIOUSDISEASES	R_SOCIALINSTABILITY	Risk-Risk	4
R_INFECTIOUSDISEASES	R_TECHADV	Risk-Risk	4
R_INFECTIOUSDISEASES	R_TERRORIST	Risk-Risk	1
R_INFECTIOUSDISEASES	R_WATER	Risk-Risk	6
R_INFECTIOUSDISEASES	R_WEATHEREVENTS	Risk-Risk	3
R_INFECTIOUSDISEASES	R_WMD	Risk-Risk	1
R_INFLATION	R_INTERSTATE	Risk-Risk	1
R_INFLATION	R_SOCIALINSTABILITY	Risk-Risk	4
R_INFLATION	R_STATECOLLAPSE	Risk-Risk	3
R_INFLATION	R_UNEMPLOYMENT	Risk-Risk	3
R_INFLATION	R_WATER	Risk-Risk	1
R_INTERSTATE	R_MIGRATION	Risk-Risk	76
R_INTERSTATE	R_NATIONALGOV	Risk-Risk	13
R_INTERSTATE	R_SOCIALINSTABILITY	Risk-Risk	14
R_INTERSTATE	R_STATECOLLAPSE	Risk-Risk	34
R_INTERSTATE	R_TERRORIST	Risk-Risk	9
R_INTERSTATE	R_UNEMPLOYMENT	Risk-Risk	3
R_INTERSTATE	R_WATER	Risk-Risk	14
R_INTERSTATE	R_WMD	Risk-Risk	17
R_MANMADECATA	R_MIGRATION	Risk-Risk	1
R_MANMADECATA	R_NATIONALGOV	Risk-Risk	2
R_MANMADECATA	R_NATURALCATA	Risk-Risk	4
R_MANMADECATA	R_SOCIALINSTABILITY	Risk-Risk	2
R_MANMADECATA	R_TECHADV	Risk-Risk	4
R_MANMADECATA	R_WATER	Risk-Risk	5
R_MANMADECATA	R_WEATHEREVENTS	Risk-Risk	4
R_MIGRATION	R_NATIONALGOV	Risk-Risk	15
R_MIGRATION	R_NATURALCATA	Risk-Risk	5
R_MIGRATION	R_SOCIALINSTABILITY	Risk-Risk	44
R_MIGRATION	R_STATECOLLAPSE	Risk-Risk	89
R_MIGRATION	R_TERRORIST	Risk-Risk	9
R_MIGRATION	R_UNEMPLOYMENT	Risk-Risk	16
R_MIGRATION	R_WATER	Risk-Risk	14
R_MIGRATION	R_WEATHEREVENTS	Risk-Risk	3
R_NATIONALGOV	R_SOCIALINSTABILITY	Risk-Risk	30
R_NATIONALGOV	R_STATECOLLAPSE	Risk-Risk	22
R_NATIONALGOV	R_TECHADV	Risk-Risk	1
R_NATIONALGOV	R_TERRORIST	Risk-Risk	5
R_NATIONALGOV	R_UNEMPLOYMENT	Risk-Risk	9
R_NATIONALGOV	R_WATER	Risk-Risk	2
R_NATIONALGOV	R_WEATHEREVENTS	Risk-Risk	1
R_NATIONALGOV	R_WMD	Risk-Risk	2
R_NATURALCATA	R_SOCIALINSTABILITY	Risk-Risk	1
R_NATURALCATA	R_WATER	Risk-Risk	5
R_NATURALCATA	R_WEATHEREVENTS	Risk-Risk	13
R_SOCIALINSTABILITY	R_STATECOLLAPSE	Risk-Risk	37
R_SOCIALINSTABILITY	R_TECHADV	Risk-Risk	6
R_SOCIALINSTABILITY	R_TERRORIST	Risk-Risk	10
R_SOCIALINSTABILITY	R_UNEMPLOYMENT	Risk-Risk	105
R_SOCIALINSTABILITY	R_WATER	Risk-Risk	11
R_SOCIALINSTABILITY	R_WEATHEREVENTS	Risk-Risk	2
R_SOCIALINSTABILITY	R_WMD	Risk-Risk	1
R_STATECOLLAPSE	R_TERRORIST	Risk-Risk	14
R_STATECOLLAPSE	R_UNEMPLOYMENT	Risk-Risk	5
R_STATECOLLAPSE	R_WATER	Risk-Risk	4
R_STATECOLLAPSE	R_WEATHEREVENTS	Risk-Risk	1
R_STATECOLLAPSE	R_WMD	Risk-Risk	10
R_TECHADV	R_TERRORIST	Risk-Risk	2
R_TECHADV	R_UNEMPLOYMENT	Risk-Risk	25
R_TECHADV	R_WMD	Risk-Risk	2
R_TERRORIST	R_UNEMPLOYMENT	Risk-Risk	1
R_TERRORIST	R_WMD	Risk-Risk	29
R_WATER	R_WEATHEREVENTS	Risk-Risk	9
